UPE_U

 ======== test get_l2 ========= 

2026-02-10 16:51:13,823; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/UPE_U.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:55:44,500; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,501; DEBUG; pypromice.pipeline.L2toL3; 2024: Ablation from 2024-06-15 10:00:00 to 2024-08-27 00:00:00
2026-02-10 16:55:44,505; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,505; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,507; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,507; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,508; DEBUG; pypromice.pipeline.L2toL3; 2025: Ablation from 2025-06-21 21:00:00 to 2025-08-15 10:00:00
2026-02-10 16:55:44,513; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:55:44,513; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:55:44,514; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:55:44,515; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:55:44,516; DEBUG; pypromice.pipeline.L2toL3; 2026: Ablation from 2025-12-30 10:00:00 to 2025-12-30 10:00:00
2026-02-10 16:55:44,564; INFO; pypromice.pipeline.L2toL3; surface height combination finished
2026-02-10 16:55:44,650; INFO; pypromice.pipeline.L2toL3; Calculating thermistor depth
2026-02-10 16:55:44,753; INFO; pypromice.pipeline.L2toL3; interpolating 10 m firn/ice temperature (on hourly values)
2026-02-10 16:55:53,095; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:55:54,708; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 16:55:54,967; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:56:03,775; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/UPE_U/UPE_U_hour.csv
2026-02-10 16:56:03,775; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/UPE_U/UPE_U_hour.nc
2026-02-10 16:56:03,786; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:56:04,010; INFO; pypromice.io.write; Resampling to 1D
2026-02-10 16:56:04,148; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:56:04,713; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/UPE_U/UPE_U_day.csv
2026-02-10 16:56:04,713; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/UPE_U/UPE_U_day.nc
2026-02-10 16:56:04,724; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:56:04,958; INFO; pypromice.io.write; Resampling to MS
2026-02-10 16:56:05,087; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:56:05,232; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/UPE_U/UPE_U_month.csv
2026-02-10 16:56:05,232; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/UPE_U/UPE_U_month.nc
