NUK_K

 ======== test get_l2 ========= 

2026-02-10 16:16:13,605; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/NUK_K.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:18:50,576; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-04-27 00:00:00 2020-04-29 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,580; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-04-27 00:00:00 2020-04-29 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,585; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-04-27 00:00:00 2020-04-29 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,589; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-10-21 00:00:00 2020-10-23 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,594; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-10-21 00:00:00 2020-10-23 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,598; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-10-21 00:00:00 2020-10-23 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,602; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-10-21 00:00:00 2020-10-23 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,607; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-01 00:00:00 2020-11-03 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,611; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-01 00:00:00 2020-11-03 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,617; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-01 00:00:00 2020-11-03 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,621; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-01 00:00:00 2020-11-03 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,626; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-11 00:00:00 2020-11-14 00:00:00 dlr with RIME, flagged 433/420997
2026-02-10 16:18:50,630; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-11 00:00:00 2020-11-14 00:00:00 ulr with RIME, flagged 433/420997
2026-02-10 16:18:50,635; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-11 00:00:00 2020-11-14 00:00:00 dsr with RIME, flagged 433/420997
2026-02-10 16:18:50,639; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-11 00:00:00 2020-11-14 00:00:00 usr with RIME, flagged 433/420997
2026-02-10 16:18:50,643; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-19 00:00:00 2020-12-21 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,648; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-19 00:00:00 2020-12-21 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,652; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-19 00:00:00 2020-12-21 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,656; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-19 00:00:00 2020-12-21 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,661; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-15 00:00:00 2021-01-17 00:00:00 dlr with RIME, flagged 289/420997
2026-02-10 16:18:50,665; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-15 00:00:00 2021-01-17 00:00:00 ulr with RIME, flagged 289/420997
2026-02-10 16:18:50,669; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-15 00:00:00 2021-01-17 00:00:00 dsr with RIME, flagged 289/420997
2026-02-10 16:18:50,674; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-15 00:00:00 2021-01-17 00:00:00 usr with RIME, flagged 289/420997
2026-02-10 16:18:50,679; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-02-14 00:00:00 2021-02-21 00:00:00 dlr with RIME, flagged 1009/420997
2026-02-10 16:18:50,683; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-02-14 00:00:00 2021-02-21 00:00:00 ulr with RIME, flagged 1009/420997
2026-02-10 16:18:50,687; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-02-14 00:00:00 2021-02-21 00:00:00 dsr with RIME, flagged 1009/420997
2026-02-10 16:18:50,692; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-02-14 00:00:00 2021-02-21 00:00:00 usr with RIME, flagged 1009/420997
2026-02-10 16:18:50,696; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-07 00:00:00 2021-03-14 00:00:00 dlr with RIME, flagged 1009/420997
2026-02-10 16:18:50,701; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-07 00:00:00 2021-03-14 00:00:00 ulr with RIME, flagged 1009/420997
2026-02-10 16:18:50,705; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-07 00:00:00 2021-03-14 00:00:00 dsr with RIME, flagged 1009/420997
2026-02-10 16:18:50,709; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-07 00:00:00 2021-03-14 00:00:00 usr with RIME, flagged 1009/420997
2026-02-10 16:18:50,714; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-22 00:00:00 2021-03-25 00:00:00 dlr with RIME, flagged 433/420997
2026-02-10 16:18:50,718; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-22 00:00:00 2021-03-25 00:00:00 ulr with RIME, flagged 433/420997
2026-02-10 16:18:50,722; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-22 00:00:00 2021-03-25 00:00:00 dsr with RIME, flagged 433/420997
2026-02-10 16:18:50,726; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-22 00:00:00 2021-03-25 00:00:00 usr with RIME, flagged 433/420997
2026-02-10 16:18:50,730; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-18 00:00:00 2022-04-22 00:00:00 dlr with RIME, flagged 0/420997
2026-02-10 16:18:50,733; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-18 00:00:00 2022-04-22 00:00:00 ulr with RIME, flagged 0/420997
2026-02-10 16:18:50,736; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-18 00:00:00 2022-04-22 00:00:00 dsr with RIME, flagged 0/420997
2026-02-10 16:18:50,738; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-18 00:00:00 2022-04-22 00:00:00 usr with RIME, flagged 0/420997
2026-02-10 16:18:50,742; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-30 00:00:00 2022-10-02 00:00:00 dlr with RIME, flagged 0/420997
2026-02-10 16:18:50,745; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-30 00:00:00 2022-10-02 00:00:00 ulr with RIME, flagged 0/420997
2026-02-10 16:18:50,747; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-30 00:00:00 2022-10-02 00:00:00 dsr with RIME, flagged 0/420997
2026-02-10 16:18:50,750; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-30 00:00:00 2022-10-02 00:00:00 usr with RIME, flagged 0/420997
2026-02-10 16:18:50,753; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-05 00:00:00 2022-10-13 00:00:00 dlr with RIME, flagged 0/420997
2026-02-10 16:18:50,756; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-05 00:00:00 2022-10-13 00:00:00 ulr with RIME, flagged 0/420997
2026-02-10 16:18:50,759; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-05 00:00:00 2022-10-13 00:00:00 dsr with RIME, flagged 0/420997
2026-02-10 16:18:50,762; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-05 00:00:00 2022-10-13 00:00:00 usr with RIME, flagged 0/420997
2026-02-10 16:18:50,765; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-11-09 00:00:00 2023-11-12 00:00:00 dlr with RIME, flagged 0/420997
2026-02-10 16:18:50,768; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-11-09 00:00:00 2023-11-12 00:00:00 ulr with RIME, flagged 0/420997
2026-02-10 16:18:50,771; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-11-09 00:00:00 2023-11-12 00:00:00 dsr with RIME, flagged 0/420997
2026-02-10 16:18:50,773; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-11-09 00:00:00 2023-11-12 00:00:00 usr with RIME, flagged 0/420997
2026-02-10 16:18:50,777; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-13 00:00:00 2023-12-15 00:00:00 dlr with RIME, flagged 0/420997
2026-02-10 16:18:50,779; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-13 00:00:00 2023-12-15 00:00:00 ulr with RIME, flagged 0/420997
2026-02-10 16:18:50,782; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-13 00:00:00 2023-12-15 00:00:00 dsr with RIME, flagged 0/420997
2026-02-10 16:18:50,785; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-13 00:00:00 2023-12-15 00:00:00 usr with RIME, flagged 0/420997
2026-02-10 16:18:50,788; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-20 00:00:00 2023-12-23 00:00:00 dlr with RIME, flagged 0/420997
2026-02-10 16:18:50,791; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-20 00:00:00 2023-12-23 00:00:00 ulr with RIME, flagged 0/420997
2026-02-10 16:18:50,794; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-20 00:00:00 2023-12-23 00:00:00 dsr with RIME, flagged 0/420997
2026-02-10 16:18:50,797; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-20 00:00:00 2023-12-23 00:00:00 usr with RIME, flagged 0/420997
2026-02-10 16:18:50,802; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-04-01 00:00:00 2015-06-20 00:00:00 dsr with NAN, flagged 11521/420997
2026-02-10 16:18:50,807; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-04-01 00:00:00 2015-06-20 00:00:00 usr with NAN, flagged 11521/420997
2026-02-10 16:18:50,811; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-04-01 00:00:00 2015-06-20 00:00:00 dlr with NAN, flagged 11521/420997
2026-02-10 16:18:50,816; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-04-01 00:00:00 2015-06-20 00:00:00 ulr with NAN, flagged 11521/420997
2026-02-10 16:18:50,821; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-04-01 16:00:00 2017-05-10 00:00:00 dsr with CHECKME, flagged 5521/420997
2026-02-10 16:18:50,825; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-04-01 16:00:00 2017-05-10 00:00:00 usr with CHECKME, flagged 5521/420997
2026-02-10 16:18:50,830; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-04-01 16:00:00 2017-05-10 00:00:00 dlr with CHECKME, flagged 5521/420997
2026-02-10 16:18:50,834; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-04-01 16:00:00 2017-05-10 00:00:00 ulr with CHECKME, flagged 5521/420997
2026-02-10 16:18:50,839; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-10-17 00:00:00 2016-01-16 00:00:00 wspd_u with NAN, flagged 13105/420997
2026-02-10 16:18:50,845; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-10-17 00:00:00 2016-01-16 00:00:00 wdir_u with NAN, flagged 13105/420997
2026-02-10 16:18:50,853; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-09-01 00:00:00 2021-07-21 18:00:00 z_pt_cor with CHECKME, flagged 46621/420997
2026-02-10 16:18:50,859; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-09-24 00:00:00 2021-12-21 18:00:00 z_pt_cor with CHECKME, flagged 847/420997
2026-02-10 16:18:50,862; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-01 00:00:00 2023-06-01 00:00:00 z_pt_cor with CHECKME, flagged 0/420997
2026-02-10 16:18:50,866; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-09-03 00:00:00 2023-12-31 00:00:00 z_pt_cor with CHECKME, flagged 0/420997
2026-02-10 16:18:57,752; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/NUK_K.csv
2026-02-10 16:18:57,787; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_alt max_filter 750.0 flagged 34/420997
2026-02-10 16:18:57,811; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_alt min_filter 667.0 flagged 90/420997
2026-02-10 16:18:57,835; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_lat max_filter 64.1625 flagged 22/420997
2026-02-10 16:18:57,857; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_lat min_filter 64.1621 flagged 19/420997
2026-02-10 16:18:57,879; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_lon min_filter 51.3585 flagged 547/420997
2026-02-10 16:18:57,900; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_lon max_filter 51.36 flagged 6/420997
2026-02-10 16:18:57,922; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_1 min_filter -20.0 flagged 41279/420997
2026-02-10 16:18:57,947; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_2 min_filter -20.0 flagged 41930/420997
2026-02-10 16:18:57,972; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_3 min_filter -20.0 flagged 40895/420997
2026-02-10 16:18:57,995; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_4 min_filter -20.0 flagged 42208/420997
2026-02-10 16:18:58,018; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_5 min_filter -20.0 flagged 38378/420997
2026-02-10 16:18:58,042; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_6 min_filter -20.0 flagged 41203/420997
2026-02-10 16:18:58,066; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_7 min_filter -20.0 flagged 41960/420997
2026-02-10 16:18:58,092; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_8 min_filter -20.0 flagged 41962/420997
2026-02-10 16:18:58,110; DEBUG; pypromice.core.qc.github_data_issues; ---> 2016-10-01 00:00:00 2016-10-19 00:00:00 z_boom_cor_u min_filter 1.9 flagged 378/420997
2026-02-10 16:18:58,113; INFO; pypromice.core.qc.github_data_issues; ---> 2022-06-01 00:00:00 2022-09-05 00:00:00 z_boom_cor_u min_filter 2.55
2026-02-10 16:18:58,113; INFO; pypromice.core.qc.github_data_issues; Time range does not intersect with dataset
2026-02-10 16:18:58,114; INFO; pypromice.core.qc.github_data_issues; ---> 2022-09-05 00:00:00 2022-12-31 00:00:00 z_boom_cor_u min_filter 1.5
2026-02-10 16:18:58,114; INFO; pypromice.core.qc.github_data_issues; Time range does not intersect with dataset
2026-02-10 16:18:58,134; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_boom_cor_u max_filter 2.8 flagged 3090/420997
2026-02-10 16:18:58,135; INFO; pypromice.core.qc.github_data_issues; could not adjust z_ice_surf not in dataset
2026-02-10 16:18:58,139; DEBUG; pypromice.core.qc.github_data_issues; ---> 2016-10-01 00:00:00 2016-10-19 00:00:00 z_stake_cor min_filter 1.9 flagged 380/420997
2026-02-10 16:18:58,142; INFO; pypromice.core.qc.github_data_issues; ---> 2022-09-01 00:00:00 2022-10-01 00:00:00 z_stake_cor max_filter 3.0
2026-02-10 16:18:58,142; INFO; pypromice.core.qc.github_data_issues; Time range does not intersect with dataset
2026-02-10 16:18:58,142; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_1 not in dataset
2026-02-10 16:18:58,142; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_2 not in dataset
2026-02-10 16:19:18,197; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:19:25,678; INFO; pypromice.io.write; Resampling to 10min
2026-02-10 16:19:26,184; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:19:42,637; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/NUK_K/NUK_K_10min.csv
2026-02-10 16:19:42,637; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/NUK_K/NUK_K_10min.nc
2026-02-10 16:19:44,616; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:19:48,321; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 16:19:48,467; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:19:52,365; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/NUK_K/NUK_K_hour.csv
2026-02-10 16:19:52,366; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/NUK_K/NUK_K_hour.nc

 ======== test join_l2 ========= 

2026-02-10 16:19:53,886; INFO; pypromice.pipeline.join_l2; NUK_K array loaded from /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/NUK_K/NUK_K_hour.nc
2026-02-10 16:19:54,427; INFO; pypromice.pipeline.join_l2; NUK_K array loaded from /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/NUK_K/NUK_K_hour.nc
2026-02-10 16:19:54,427; INFO; pypromice.pipeline.join_l2; Combining /media/ice/Baptiste/geussnow01/aws-dev/L2_test/raw/NUK_K/NUK_K_hour.nc with /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/NUK_K/NUK_K_hour.nc...
2026-02-10 16:19:54,716; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:19:59,577; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/NUK_K/NUK_K_hour.csv
2026-02-10 16:19:59,578; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/NUK_K/NUK_K_hour.nc
2026-02-10 16:19:59,578; INFO; pypromice.pipeline.join_l2; Files saved to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/level_2/NUK_K...

 ======== test l2tol3 ========= 

2026-02-10 16:20:00,075; WARNING; root; data_issues_path is missing. Using default data issues path: ../PROMICE-AWS-data-issues
2026-02-10 16:20:03,715; INFO; pypromice.pipeline.L2toL3; processing gps_lat without relocation
2026-02-10 16:20:03,720; INFO; pypromice.pipeline.L2toL3; processing gps_lon without relocation
2026-02-10 16:20:03,724; INFO; pypromice.pipeline.L2toL3; processing gps_alt without relocation
2026-02-10 16:20:03,750; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/NUK_K.csv
2026-02-10 16:20:03,765; DEBUG; pypromice.core.qc.github_data_issues; ---> 2014-08-12 00:00:00 None z_ice_surf add 1.25
2026-02-10 16:20:03,766; DEBUG; pypromice.core.qc.github_data_issues; ---> 2014-08-28 00:00:00 None z_ice_surf add -1.25
2026-02-10 16:20:03,766; DEBUG; pypromice.core.qc.github_data_issues; ---> 2018-06-26 00:00:00 None z_ice_surf add 0.07
2026-02-10 16:20:03,767; DEBUG; pypromice.core.qc.github_data_issues; ---> 2019-08-17 00:00:00 None z_ice_surf add 1.0
2026-02-10 16:20:03,768; DEBUG; pypromice.core.qc.github_data_issues; ---> 2019-09-12 00:00:00 None z_ice_surf add -1.0
2026-02-10 16:20:03,768; DEBUG; pypromice.core.qc.github_data_issues; ---> 2020-08-21 00:00:00 None z_ice_surf add -7.9
2026-02-10 16:20:03,769; DEBUG; pypromice.core.qc.github_data_issues; ---> 2020-08-28 18:00:00 None z_ice_surf add -0.22
2026-02-10 16:20:03,770; DEBUG; pypromice.core.qc.github_data_issues; ---> 2023-05-31 00:00:00 None z_ice_surf add -17.0
2026-02-10 16:20:03,771; DEBUG; pypromice.core.qc.github_data_issues; ---> 2017-07-04 00:00:00 None z_surf_1 add -0.7
2026-02-10 16:20:03,772; DEBUG; pypromice.core.qc.github_data_issues; ---> 2023-09-21 00:00:00 None z_surf_2 add -3.0
2026-02-10 16:20:03,773; INFO; pypromice.pipeline.L2toL3; Combining surface height
2026-02-10 16:20:03,773; INFO; pypromice.pipeline.L2toL3; -> ablation site
2026-02-10 16:20:04,063; DEBUG; pypromice.pipeline.L2toL3; -> estimating ablation period for each year
2026-02-10 16:20:04,067; DEBUG; pypromice.pipeline.L2toL3; 2014 derived from z_ice_surf
2026-02-10 16:20:04,071; DEBUG; pypromice.pipeline.L2toL3; 2015 derived from z_ice_surf
2026-02-10 16:20:04,075; DEBUG; pypromice.pipeline.L2toL3; 2016 derived from z_ice_surf
2026-02-10 16:20:04,079; DEBUG; pypromice.pipeline.L2toL3; 2017 derived from z_ice_surf
2026-02-10 16:20:04,083; DEBUG; pypromice.pipeline.L2toL3; 2018 derived from z_ice_surf
2026-02-10 16:20:04,087; DEBUG; pypromice.pipeline.L2toL3; 2019 derived from z_ice_surf
2026-02-10 16:20:04,091; DEBUG; pypromice.pipeline.L2toL3; 2020 derived from z_ice_surf
2026-02-10 16:20:04,095; DEBUG; pypromice.pipeline.L2toL3; 2021 derived from z_ice_surf
2026-02-10 16:20:04,101; DEBUG; pypromice.pipeline.L2toL3; 2022 no z_ice_surf, just using JJA
2026-02-10 16:20:04,105; DEBUG; pypromice.pipeline.L2toL3; 2023 derived from z_ice_surf
2026-02-10 16:20:04,109; DEBUG; pypromice.pipeline.L2toL3; 2024 derived from z_ice_surf
2026-02-10 16:20:04,113; DEBUG; pypromice.pipeline.L2toL3; 2025 derived from z_ice_surf
2026-02-10 16:20:04,119; DEBUG; pypromice.pipeline.L2toL3; 2026 no z_ice_surf, just using JJA
2026-02-10 16:20:04,119; DEBUG; pypromice.pipeline.L2toL3; 2026 could not estimate ablation season
2026-02-10 16:20:04,119; DEBUG; pypromice.pipeline.L2toL3; 2014: Ablation from 2014-07-31 15:00:00 to 2014-09-13 10:00:00
2026-02-10 16:20:04,125; DEBUG; pypromice.pipeline.L2toL3; adjusting z to hs1
2026-02-10 16:20:04,126; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:20:04,126; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:20:04,128; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:20:04,128; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:20:04,129; DEBUG; pypromice.pipeline.L2toL3; 2015: Ablation from 2015-07-25 07:00:00 to 2015-09-18 06:00:00
2026-02-10 16:20:04,134; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:20:04,134; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:20:04,136; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:20:04,136; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:20:04,137; DEBUG; pypromice.pipeline.L2toL3; 2016: Ablation from 2016-06-16 19:00:00 to 2016-09-10 03:00:00
2026-02-10 16:20:04,141; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:20:04,142; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:20:04,143; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:20:04,143; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:20:04,145; DEBUG; pypromice.pipeline.L2toL3; 2017: Ablation from 2017-07-26 18:00:00 to 2017-09-14 00:00:00
2026-02-10 16:20:04,149; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:20:04,149; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:20:04,151; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:20:04,151; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:20:04,152; DEBUG; pypromice.pipeline.L2toL3; 2018: Ablation from 2018-07-13 19:00:00 to 2018-09-06 14:00:00
2026-02-10 16:20:04,156; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:20:04,156; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:20:04,158; DEBUG; pypromice.pipeline.L2toL3; 2019: Ablation from 2019-06-22 01:00:00 to 2019-09-13 01:00:00
2026-02-10 16:20:04,162; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:20:04,163; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:20:04,164; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:20:04,164; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:20:04,165; DEBUG; pypromice.pipeline.L2toL3; 2020: Ablation from 2020-07-18 01:00:00 to 2020-09-11 06:00:00
2026-02-10 16:20:04,170; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:20:04,170; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:20:04,171; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:20:04,172; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:20:04,173; DEBUG; pypromice.pipeline.L2toL3; 2021: Ablation from 2021-07-10 19:00:00 to 2021-09-12 20:00:00
2026-02-10 16:20:04,177; DEBUG; pypromice.pipeline.L2toL3; adjusting z to hs1
2026-02-10 16:20:04,177; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 16:20:04,178; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 16:20:04,179; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:20:04,179; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:20:04,180; DEBUG; pypromice.pipeline.L2toL3; 2022: Ablation from 2022-06-01 00:00:00 to 2022-08-31 23:00:00
2026-02-10 16:20:04,185; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:20:04,185; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:20:04,186; DEBUG; pypromice.pipeline.L2toL3; 2023: Ablation from 2023-07-06 01:00:00 to 2023-09-19 21:00:00
2026-02-10 16:20:04,191; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:20:04,191; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:20:04,192; DEBUG; pypromice.pipeline.L2toL3; 2024: Ablation from 2024-08-15 17:00:00 to 2024-09-30 23:00:00
